-2.462876732841337846e-01,-7.482957197379747072e-01,0.000000000000000000e+00,0.000000000000000000e+00
-9.731669490601142503e-01,-1.022473758170927421e-01,0.000000000000000000e+00,0.000000000000000000e+00
-9.731669490601142503e-01,-1.226238535050465928e-01,0.000000000000000000e+00,0.000000000000000000e+00
-8.635011820135545246e-01,-5.012122366298638054e-01,0.000000000000000000e+00,0.000000000000000000e+00
-3.919387357454147125e-01,-4.867813748301192400e-01,0.000000000000000000e+00,0.000000000000000000e+00
-8.907441233548750448e-02,-4.771276141339009791e-01,0.000000000000000000e+00,0.000000000000000000e+00
-9.731669490601142503e-01,-9.731669490601142503e-01,0.000000000000000000e+00,0.000000000000000000e+00
-9.731669490601142503e-01,-9.731669490601142503e-01,0.000000000000000000e+00,0.000000000000000000e+00
-9.731669490601142503e-01,-9.731669490601142503e-01,0.000000000000000000e+00,0.000000000000000000e+00
-9.731669490601142503e-01,-9.731669490601142503e-01,0.000000000000000000e+00,0.000000000000000000e+00
-9.731669490601142503e-01,-9.731669490601142503e-01,0.000000000000000000e+00,0.000000000000000000e+00
-9.731669490601142503e-01,-9.731669490601142503e-01,0.000000000000000000e+00,0.000000000000000000e+00
-9.731669490601142503e-01,-9.731669490601142503e-01,0.000000000000000000e+00,0.000000000000000000e+00
-9.731669490601142503e-01,-9.731669490601142503e-01,0.000000000000000000e+00,0.000000000000000000e+00
-9.731669490601142503e-01,-9.731669490601142503e-01,0.000000000000000000e+00,0.000000000000000000e+00
-9.731669490601142503e-01,-9.731669490601142503e-01,0.000000000000000000e+00,0.000000000000000000e+00
-9.731669490601142503e-01,-9.731669490601142503e-01,0.000000000000000000e+00,0.000000000000000000e+00
-9.731669490601142503e-01,-9.731669490601142503e-01,0.000000000000000000e+00,0.000000000000000000e+00
